Time Bucket,Holiday,Working Day,Temp (F),Perceived Temp (F),Relative Humidity (%),Wind Speed,App Trips,Outside App Trips,Season ID,Weather ID
1/2/2019 1:00,0,0,64.472,71.546,94,16.9979,1,16,1,0
1/2/2019 2:00,0,0,62.996,70.178,100,19.0012,1,8,1,0
1/2/2019 3:00,0,0,65.948,72.905,94,12.998,2,4,1,0
1/2/2019 4:00,0,0,65.948,72.905,94,12.998,2,1,1,0
1/2/2019 6:00,0,0,62.996,70.178,77,19.9995,0,2,1,2
1/2/2019 7:00,0,0,61.52,68.819,76,12.998,0,1,1,0
1/2/2019 8:00,0,0,61.52,68.819,71,15.0013,0,8,1,2
1/2/2019 9:00,0,0,60.044,67.451,76,15.0013,1,19,1,0
1/2/2019 10:00,0,0,58.568,63.365,81,15.0013,7,46,1,0
1/2/2019 11:00,0,0,58.568,61.997,71,16.9979,16,54,1,0
1/2/2019 12:00,0,0,58.568,61.997,66,19.9995,20,73,1,0
1/2/2019 13:00,0,0,58.568,63.365,66,8.9981,11,64,1,0
1/2/2019 14:00,0,0,58.568,63.365,76,12.998,4,55,1,2
1/2/2019 15:00,0,0,57.092,61.997,81,11.0014,19,55,1,2
1/2/2019 16:00,0,0,57.092,61.997,71,11.0014,9,67,1,2
1/2/2019 17:00,0,0,57.092,61.997,57,12.998,7,58,1,3
1/2/2019 18:00,0,0,58.568,61.997,46,22.0028,10,43,1,0
1/2/2019 19:00,0,0,55.616,57.911,42,30.0026,1,29,1,3
1/2/2019 20:00,0,0,54.14,56.543,39,23.9994,5,17,1,3
1/2/2019 21:00,0,0,51.188,52.457,44,22.0028,11,20,1,3
1/2/2019 22:00,0,0,49.712,51.089,44,19.9995,0,9,1,3
1/2/2019 23:00,0,0,48.236,52.457,47,11.0014,0,8,1,3
1/3/2019 0:00,0,1,48.236,49.73,44,23.9994,0,5,1,3
1/3/2019 1:00,0,1,46.76,47.003,44,27.9993,0,2,1,3
1/3/2019 4:00,0,1,43.808,44.276,47,26.0027,0,1,1,3
1/3/2019 5:00,0,1,43.808,44.276,47,19.0012,0,3,1,3
1/3/2019 6:00,0,1,42.332,41.549,50,26.0027,0,30,1,3
1/3/2019 7:00,0,1,42.332,44.276,50,12.998,1,63,1,3
1/3/2019 8:00,0,1,42.332,42.908,50,19.0012,1,153,1,3
1/3/2019 9:00,0,1,43.808,44.276,43,26.0027,7,81,1,3
1/3/2019 10:00,0,1,45.284,47.003,43,16.9979,11,33,1,3
1/3/2019 11:00,0,1,46.76,48.362,40,22.0028,10,41,1,3
1/3/2019 12:00,0,1,48.236,51.089,35,19.9995,13,48,1,3
1/3/2019 13:00,0,1,49.712,51.089,35,19.0012,8,53,1,3
1/3/2019 14:00,0,1,51.188,53.816,30,19.0012,11,66,1,3
1/3/2019 15:00,0,1,51.188,53.816,30,16.9979,14,58,1,3
1/3/2019 16:00,0,1,51.188,53.816,30,16.9979,9,67,1,3
1/3/2019 17:00,0,1,49.712,52.457,30,15.0013,11,146,1,3
1/3/2019 18:00,0,1,49.712,55.184,32,7.0015,9,148,1,3
1/3/2019 19:00,0,1,46.76,55.184,47,0.0,8,102,1,3
1/3/2019 20:00,0,1,46.76,52.457,47,7.0015,3,49,1,3
1/3/2019 21:00,0,1,45.284,49.73,64,8.9981,3,49,1,3
1/3/2019 22:00,0,1,42.332,45.635,69,8.9981,0,20,1,3
1/3/2019 23:00,0,1,45.284,51.089,55,7.0015,1,11,1,3
1/4/2019 0:00,0,1,43.808,48.362,55,7.0015,0,5,1,3
1/4/2019 1:00,0,1,43.808,48.362,59,7.0015,0,2,1,3
1/4/2019 2:00,0,1,42.332,45.635,63,8.9981,0,1,1,3
1/4/2019 4:00,0,1,42.332,48.362,63,6.0032,0,2,1,3
1/4/2019 5:00,0,1,40.856,45.635,68,7.0015,0,4,1,3
1/4/2019 6:00,0,1,40.856,45.635,74,7.0015,0,36,1,3
1/4/2019 7:00,0,1,40.856,45.635,74,8.9981,2,92,1,3
1/4/2019 8:00,0,1,42.332,45.635,69,11.0014,2,177,1,3
1/4/2019 9:00,0,1,43.808,45.635,64,15.0013,2,98,1,3
1/4/2019 10:00,0,1,43.808,44.276,69,22.0028,5,37,1,0
1/4/2019 11:00,0,1,48.236,51.089,51,19.9995,7,50,1,3
1/4/2019 12:00,0,1,48.236,52.457,51,11.0014,12,66,1,3
1/4/2019 13:00,0,1,49.712,52.457,56,12.998,18,79,1,3
1/4/2019 14:00,0,1,51.188,55.184,52,15.0013,9,54,1,3
1/4/2019 15:00,0,1,52.664,56.543,52,16.9979,17,48,1,3
1/4/2019 16:00,0,1,54.14,57.911,49,16.9979,15,68,1,3
1/4/2019 17:00,0,1,52.664,56.543,48,15.0013,10,202,1,3
1/4/2019 18:00,0,1,51.188,55.184,48,12.998,3,179,1,3
1/4/2019 19:00,0,1,49.712,55.184,48,7.0015,2,110,1,3
1/4/2019 20:00,0,1,49.712,55.184,48,7.0015,1,53,1,3
1/4/2019 21:00,0,1,48.236,56.543,64,0.0,0,48,1,3
1/4/2019 22:00,0,1,48.236,55.184,64,6.0032,1,34,1,3
1/4/2019 23:00,0,1,46.76,52.457,69,6.0032,2,9,1,3
1/5/2019 0:00,0,1,46.76,55.184,64,0.0,0,6,1,3
1/5/2019 1:00,0,1,43.808,49.73,74,6.0032,0,6,1,3
1/5/2019 2:00,0,1,43.808,49.73,74,6.0032,0,2,1,3
1/5/2019 4:00,0,1,49.712,52.457,48,15.0013,0,2,1,3
1/5/2019 5:00,0,1,48.236,52.457,47,11.0014,0,3,1,3
1/5/2019 6:00,0,1,46.76,49.73,47,15.0013,0,33,1,3
1/5/2019 7:00,0,1,45.284,48.362,43,12.998,1,87,1,3
1/5/2019 8:00,0,1,46.76,48.362,40,19.9995,3,192,1,3
1/5/2019 9:00,0,1,48.236,49.73,37,22.0028,6,109,1,3
1/5/2019 10:00,0,1,48.236,49.73,37,22.0028,4,53,1,3
1/5/2019 11:00,0,1,51.188,52.457,33,22.0028,12,34,1,3
1/5/2019 12:00,0,1,51.188,52.457,33,22.0028,5,74,1,3
1/5/2019 13:00,0,1,52.664,55.184,30,19.9995,6,65,1,3
1/5/2019 14:00,0,1,54.14,57.911,28,12.998,10,52,1,3
1/5/2019 15:00,0,1,54.14,57.911,28,12.998,7,55,1,3
1/5/2019 16:00,0,1,54.14,60.638,28,6.0032,4,85,1,3
1/5/2019 17:00,0,1,49.712,52.457,38,12.998,4,186,1,3
1/5/2019 18:00,0,1,49.712,53.816,38,8.9981,3,166,1,3
1/5/2019 19:00,0,1,49.712,55.184,38,7.0015,5,127,1,3
1/5/2019 20:00,0,1,48.236,52.457,47,11.0014,7,82,1,3
1/5/2019 21:00,0,1,46.76,49.73,51,12.998,3,40,1,3
1/5/2019 22:00,0,1,45.284,49.73,55,8.9981,1,41,1,3
1/5/2019 23:00,0,1,46.76,55.184,47,0.0,1,18,1,3
1/6/2019 0:00,0,1,45.284,53.816,55,0.0,0,11,1,3
1/6/2019 1:00,0,1,43.808,52.457,64,0.0,0,4,1,3
1/6/2019 2:00,0,1,43.808,52.457,64,0.0,0,2,1,3
1/6/2019 4:00,0,1,43.808,49.73,64,6.0032,0,1,1,0
1/6/2019 5:00,0,1,42.332,48.362,69,6.0032,0,4,1,0
1/6/2019 6:00,0,1,42.332,47.003,63,7.0015,0,36,1,0
1/6/2019 7:00,0,1,43.808,52.457,59,0.0,0,95,1,0
1/6/2019 8:00,0,1,43.808,52.457,59,0.0,3,216,1,3
1/6/2019 9:00,0,1,45.284,53.816,51,0.0,6,116,1,0
1/6/2019 10:00,0,1,46.76,55.184,47,0.0,3,42,1,3
1/6/2019 11:00,0,1,48.236,55.184,44,6.0032,2,57,1,3
1/6/2019 12:00,0,1,51.188,57.911,35,0.0,6,78,1,3
1/6/2019 13:00,0,1,51.188,56.543,35,7.0015,12,55,1,3
1/6/2019 14:00,0,1,52.664,56.543,36,11.0014,11,59,1,3
1/6/2019 15:00,0,1,52.664,56.543,36,0.0,8,54,1,3
1/6/2019 16:00,0,1,51.188,55.184,38,11.0014,12,74,1,3
1/6/2019 17:00,0,1,48.236,52.457,51,11.0014,9,163,1,3
1/6/2019 18:00,0,1,48.236,52.457,51,8.9981,5,158,1,3
1/6/2019 19:00,0,1,48.236,55.184,55,6.0032,3,109,1,3
1/6/2019 20:00,0,1,46.76,51.089,51,11.0014,3,66,1,3
1/6/2019 21:00,0,1,48.236,51.089,55,15.0013,0,48,1,0
1/6/2019 22:00,0,1,48.236,51.089,51,19.0012,1,51,1,0
1/6/2019 23:00,0,1,46.76,49.73,59,12.998,4,19,1,0
1/7/2019 0:00,0,1,46.76,49.73,64,12.998,4,13,1,0
1/7/2019 1:00,0,1,46.76,49.73,69,15.0013,2,5,1,0
1/7/2019 2:00,0,1,46.76,49.73,69,15.0013,0,1,1,0
1/7/2019 4:00,0,1,46.76,51.089,69,8.9981,0,1,1,0
1/7/2019 5:00,0,1,48.236,56.543,55,0.0,0,5,1,2
1/7/2019 6:00,0,1,46.76,55.184,69,0.0,8,26,1,0
1/7/2019 7:00,0,1,46.76,51.089,69,8.9981,8,76,1,3
1/7/2019 8:00,0,1,46.76,49.73,51,16.9979,20,190,1,3
1/7/2019 9:00,0,1,46.76,48.362,47,19.9995,9,125,1,3
1/7/2019 10:00,0,1,48.236,49.73,37,22.0028,16,47,1,3
1/7/2019 11:00,0,1,46.76,49.73,40,15.0013,19,48,1,0
1/7/2019 12:00,0,1,46.76,49.73,37,16.9979,9,50,1,0
1/7/2019 13:00,0,1,46.76,48.362,37,19.0012,9,64,1,0
1/7/2019 14:00,0,1,46.76,49.73,40,16.9979,7,43,1,0
1/7/2019 15:00,0,1,46.76,51.089,37,11.0014,9,63,1,0
1/7/2019 16:00,0,1,46.76,51.089,37,11.0014,5,82,1,0
1/7/2019 17:00,0,1,46.76,55.184,37,0.0,9,178,1,0
1/7/2019 18:00,0,1,46.76,52.457,40,6.0032,7,116,1,3
1/7/2019 19:00,0,1,43.808,49.73,55,6.0032,3,92,1,3
1/7/2019 20:00,0,1,45.284,51.089,47,7.0015,1,50,1,3
1/7/2019 21:00,0,1,45.284,49.73,47,8.9981,0,39,1,3
1/7/2019 22:00,0,1,45.284,49.73,43,11.0014,2,34,1,0
1/7/2019 23:00,0,1,45.284,49.73,51,11.0014,1,14,1,0
1/8/2019 0:00,0,0,45.284,49.73,51,11.0014,1,24,1,0
1/8/2019 1:00,0,0,45.284,51.089,55,6.0032,1,15,1,0
1/8/2019 2:00,0,0,45.284,53.816,55,0.0,3,13,1,0
1/8/2019 3:00,0,0,45.284,49.73,55,11.0014,0,7,1,2
1/8/2019 4:00,0,0,45.284,49.73,55,11.0014,0,1,1,2
1/8/2019 5:00,0,0,43.808,47.003,74,11.0014,0,5,1,0
1/8/2019 6:00,0,0,43.808,47.003,74,11.0014,0,2,1,0
1/8/2019 7:00,0,0,43.808,48.362,74,7.0015,1,8,1,0
1/8/2019 8:00,0,0,43.808,48.362,93,7.0015,0,15,1,2
1/8/2019 9:00,0,0,43.808,48.362,93,7.0015,0,20,1,2
1/8/2019 10:00,0,0,45.284,49.73,80,11.0014,5,56,1,0
1/8/2019 11:00,0,0,46.76,48.362,69,26.0027,2,60,1,0
1/8/2019 12:00,0,0,46.76,48.362,59,23.9994,8,90,1,0
1/8/2019 13:00,0,0,46.76,48.362,44,22.0028,7,95,1,3
1/8/2019 14:00,0,0,46.76,47.003,32,32.9975,12,83,1,3
1/8/2019 15:00,0,0,46.76,47.003,32,30.0026,5,69,1,3
1/8/2019 16:00,0,0,45.284,44.276,29,30.0026,8,68,1,3
1/8/2019 17:00,0,0,43.808,42.908,37,36.9974,5,64,1,3
1/8/2019 18:00,0,0,42.332,42.908,39,19.9995,3,52,1,3
1/8/2019 19:00,0,0,42.332,42.908,36,16.9979,4,26,1,3
1/8/2019 20:00,0,0,40.856,42.908,36,16.9979,0,28,1,3
1/8/2019 21:00,0,0,40.856,41.549,39,23.9994,2,35,1,3
1/8/2019 22:00,0,0,40.856,41.549,36,26.0027,1,33,1,3
1/8/2019 23:00,0,0,39.38,37.454,39,30.0026,0,22,1,3
1/9/2019 0:00,0,0,39.38,38.822,42,26.0027,1,24,1,3
1/9/2019 1:00,0,0,39.38,37.454,42,31.0009,0,12,1,3
1/9/2019 2:00,0,0,39.38,37.454,46,31.0009,0,11,1,3
1/9/2019 3:00,0,0,39.38,38.822,46,27.9993,0,4,1,3
1/9/2019 4:00,0,0,37.904,40.181,53,12.998,0,1,1,3
1/9/2019 5:00,0,0,37.904,40.181,53,12.998,0,1,1,3
1/9/2019 6:00,0,0,39.38,40.181,49,19.0012,0,1,1,3
1/9/2019 7:00,0,0,37.904,40.181,53,12.998,1,5,1,3
1/9/2019 8:00,0,0,39.38,40.181,49,19.0012,0,10,1,3
1/9/2019 9:00,0,0,40.856,38.822,46,35.0008,0,19,1,3
1/9/2019 10:00,0,0,42.332,41.549,43,26.0027,0,49,1,3
1/9/2019 11:00,0,0,43.808,42.908,40,35.0008,2,47,1,3
1/9/2019 12:00,0,0,45.284,44.276,37,30.0026,4,79,1,3
1/9/2019 13:00,0,0,46.76,47.003,34,30.0026,6,69,1,3
1/9/2019 14:00,0,0,48.236,48.362,32,31.0009,8,64,1,3
1/9/2019 15:00,0,0,48.236,49.73,35,23.9994,5,77,1,3
1/9/2019 16:00,0,0,46.76,47.003,34,30.0026,13,79,1,3
1/9/2019 17:00,0,0,45.284,45.635,37,26.0027,3,59,1,3
1/9/2019 18:00,0,0,43.808,44.276,40,22.0028,4,44,1,3
1/9/2019 19:00,0,0,43.808,44.276,43,22.0028,1,40,1,3
1/9/2019 20:00,0,0,42.332,42.908,46,16.9979,0,38,1,3
1/9/2019 21:00,0,0,42.332,41.549,46,27.9993,1,19,1,3
1/9/2019 22:00,0,0,42.332,42.908,46,19.9995,5,10,1,3
1/9/2019 23:00,0,0,40.856,44.276,50,12.998,0,6,1,3
1/10/2019 0:00,0,1,40.856,42.908,50,19.0012,2,3,1,3
1/10/2019 1:00,0,1,40.856,42.908,50,19.0012,1,0,1,3
1/10/2019 2:00,0,1,40.856,42.908,50,15.0013,0,3,1,3
1/10/2019 3:00,0,1,40.856,42.908,50,15.0013,0,1,1,3
1/10/2019 4:00,0,1,39.38,42.908,54,8.9981,1,2,1,3
1/10/2019 5:00,0,1,39.38,41.549,54,16.9979,0,3,1,3
1/10/2019 6:00,0,1,40.856,42.908,50,19.0012,0,31,1,3
1/10/2019 7:00,0,1,40.856,42.908,50,15.0013,2,75,1,3
1/10/2019 8:00,0,1,40.856,42.908,50,19.0012,4,184,1,0
1/10/2019 9:00,0,1,42.332,42.908,50,16.9979,2,92,1,0
1/10/2019 10:00,0,1,42.332,42.908,50,19.9995,0,31,1,0
1/10/2019 11:00,0,1,43.808,44.276,47,19.0012,2,28,1,0
1/10/2019 12:00,0,1,46.76,48.362,40,19.0012,5,47,1,0
1/10/2019 13:00,0,1,46.76,48.362,40,19.0012,4,50,1,0
1/10/2019 14:00,0,1,46.76,49.73,40,15.0013,0,47,1,0
1/10/2019 15:00,0,1,46.76,49.73,40,15.0013,2,43,1,0
1/10/2019 16:00,0,1,46.76,51.089,40,8.9981,4,70,1,3
1/10/2019 17:00,0,1,46.76,52.457,40,7.0015,4,174,1,3
1/10/2019 18:00,0,1,46.76,49.73,40,15.0013,1,154,1,3
1/10/2019 19:00,0,1,43.808,47.003,47,11.0014,3,92,1,3
1/10/2019 20:00,0,1,43.808,47.003,50,11.0014,1,73,1,3
1/10/2019 21:00,0,1,42.332,44.276,59,12.998,1,37,1,3
1/10/2019 22:00,0,1,42.332,45.635,59,11.0014,2,22,1,3
1/10/2019 23:00,0,1,42.332,45.635,59,11.0014,0,18,1,3
1/11/2019 0:00,0,1,42.332,47.003,59,7.0015,2,10,1,3
1/11/2019 1:00,0,1,42.332,45.635,59,11.0014,0,3,1,3
1/11/2019 2:00,0,1,43.808,45.635,55,12.998,0,3,1,0
1/11/2019 5:00,0,1,43.808,48.362,55,8.9981,0,6,1,0
1/11/2019 6:00,0,1,43.808,48.362,55,8.9981,0,27,1,0
1/11/2019 7:00,0,1,43.808,52.457,55,0.0,2,97,1,0
1/11/2019 8:00,0,1,45.284,51.089,51,6.0032,3,214,1,0
1/11/2019 9:00,0,1,45.284,49.73,51,11.0014,3,127,1,0
1/11/2019 10:00,0,1,46.76,51.089,51,11.0014,3,51,1,0
1/11/2019 11:00,0,1,46.76,51.089,47,8.9981,4,31,1,0
1/11/2019 12:00,0,1,46.76,52.457,51,7.0015,2,55,1,0
1/11/2019 13:00,0,1,46.76,52.457,59,6.0032,6,46,1,0
1/11/2019 14:00,0,1,46.76,52.457,59,6.0032,3,60,1,0
1/11/2019 15:00,0,1,43.808,49.73,80,6.0032,2,45,1,0
1/11/2019 16:00,0,1,43.808,45.635,86,15.0013,4,72,1,0
1/11/2019 17:00,0,1,43.808,45.635,86,15.0013,6,130,1,0
1/11/2019 18:00,0,1,43.808,48.362,93,7.0015,1,94,1,2
1/11/2019 19:00,0,1,43.808,52.457,93,0.0,0,51,1,2
1/11/2019 20:00,0,1,43.808,45.635,93,12.998,0,32,1,2
1/11/2019 21:00,0,1,43.808,49.73,86,6.0032,0,20,1,2
1/11/2019 22:00,0,1,43.808,48.362,93,7.0015,1,28,1,2
1/11/2019 23:00,0,1,43.808,49.73,93,6.0032,1,18,1,2
1/12/2019 0:00,0,1,43.808,49.73,86,6.0032,0,7,1,0
1/12/2019 1:00,0,1,43.808,48.362,86,7.0015,0,6,1,0
1/12/2019 2:00,0,1,42.332,45.635,86,8.9981,0,1,1,3
1/12/2019 5:00,0,1,42.332,45.635,86,11.0014,0,5,1,3
1/12/2019 6:00,0,1,40.856,45.635,93,8.9981,0,16,1,3
1/12/2019 7:00,0,1,42.332,45.635,69,8.9981,0,54,1,3
1/12/2019 8:00,0,1,43.808,47.003,59,11.0014,3,125,1,3
1/12/2019 9:00,0,1,43.808,44.276,59,22.0028,3,78,1,3
1/12/2019 10:00,0,1,45.284,48.362,55,15.0013,0,39,1,3
1/12/2019 11:00,0,1,46.76,48.362,51,26.0027,3,32,1,3
1/12/2019 12:00,0,1,46.76,45.635,47,39.0007,3,52,1,3
1/12/2019 13:00,0,1,48.236,49.73,44,23.9994,0,49,1,3
1/12/2019 14:00,0,1,46.76,48.362,47,22.0028,0,44,1,3
1/12/2019 15:00,0,1,46.76,47.003,47,27.9993,1,48,1,3
1/12/2019 16:00,0,1,48.236,49.73,44,22.0028,5,63,1,3
1/12/2019 17:00,0,1,46.76,48.362,47,23.9994,0,139,1,3
1/12/2019 18:00,0,1,46.76,45.635,47,35.0008,2,135,1,3
1/12/2019 19:00,0,1,45.284,45.635,47,27.9993,1,82,1,3
1/12/2019 20:00,0,1,43.808,44.276,50,22.0028,2,54,1,3
1/12/2019 21:00,0,1,43.808,44.276,55,22.0028,0,57,1,3
1/12/2019 22:00,0,1,43.808,42.908,55,30.0026,1,32,1,3
1/12/2019 23:00,0,1,42.332,41.549,59,27.9993,1,19,1,3
1/13/2019 0:00,0,1,42.332,42.908,59,19.0012,1,6,1,3
1/13/2019 1:00,0,1,42.332,42.908,50,19.0012,0,2,1,3
1/13/2019 2:00,0,1,42.332,42.908,50,23.9994,0,2,1,3
1/13/2019 3:00,0,1,42.332,42.908,50,22.0028,0,3,1,3
1/13/2019 4:00,0,1,42.332,42.908,50,16.9979,0,4,1,3
1/13/2019 5:00,0,1,42.332,42.908,50,19.9995,0,3,1,3
1/13/2019 6:00,0,1,40.856,45.635,54,8.9981,0,28,1,3
1/13/2019 7:00,0,1,40.856,45.635,54,8.9981,0,72,1,3
1/13/2019 8:00,0,1,42.332,44.276,50,12.998,5,197,1,3
1/13/2019 9:00,0,1,42.332,42.908,50,22.0028,2,137,1,3
1/13/2019 10:00,0,1,43.808,44.276,50,23.9994,2,36,1,0
1/13/2019 11:00,0,1,46.76,47.003,44,30.0026,4,33,1,0
1/13/2019 12:00,0,1,46.76,47.003,44,27.9993,3,49,1,3
1/13/2019 13:00,0,1,48.236,49.73,41,30.0026,2,81,1,3
1/13/2019 14:00,0,1,48.236,49.73,41,26.0027,3,39,1,3
1/13/2019 15:00,0,1,49.712,51.089,38,19.9995,5,55,1,3
1/13/2019 16:00,0,1,49.712,51.089,38,23.9994,2,76,1,3
1/13/2019 17:00,0,1,46.76,48.362,40,19.0012,4,158,1,3
1/13/2019 18:00,0,1,46.76,48.362,40,22.0028,3,141,1,3
1/13/2019 19:00,0,1,43.808,45.635,47,16.9979,1,98,1,3
1/13/2019 20:00,0,1,43.808,45.635,47,15.0013,0,64,1,3
1/13/2019 21:00,0,1,42.332,42.908,46,19.9995,0,40,1,3
1/13/2019 22:00,0,1,42.332,42.908,46,22.0028,0,30,1,3
1/13/2019 23:00,0,1,40.856,44.276,50,12.998,1,14,1,3
1/14/2019 0:00,0,1,40.856,44.276,50,12.998,0,14,1,3
1/14/2019 1:00,0,1,39.38,42.908,54,11.0014,0,5,1,3
1/14/2019 2:00,0,1,39.38,42.908,54,8.9981,0,1,1,3
1/14/2019 3:00,0,1,39.38,44.276,54,7.0015,0,1,1,3
1/14/2019 5:00,0,1,39.38,44.276,54,6.0032,0,8,1,3
1/14/2019 6:00,0,1,39.38,48.362,54,0.0,0,17,1,3
1/14/2019 7:00,0,1,39.38,42.908,74,11.0014,0,70,1,3
1/14/2019 8:00,0,1,40.856,47.003,68,0.0,2,156,1,3
1/14/2019 9:00,0,1,42.332,45.635,69,8.9981,0,117,1,3
1/14/2019 10:00,0,1,45.284,48.362,55,12.998,4,40,1,3
1/14/2019 11:00,0,1,45.284,47.003,51,19.0012,6,47,1,3
1/14/2019 12:00,0,1,46.76,49.73,44,16.9979,2,59,1,3
1/14/2019 13:00,0,1,48.236,49.73,37,26.0027,4,73,1,3
1/14/2019 14:00,0,1,48.236,51.089,41,19.0012,5,59,1,3
1/14/2019 15:00,0,1,49.712,53.816,38,11.0014,9,59,1,3
1/14/2019 16:00,0,1,48.236,53.816,41,7.0015,3,87,1,3
1/14/2019 17:00,0,1,48.236,52.457,41,11.0014,4,155,1,3
1/14/2019 18:00,0,1,46.76,55.184,47,0.0,5,134,1,3
1/14/2019 19:00,0,1,43.808,49.73,59,6.0032,3,89,1,3
1/14/2019 20:00,0,1,45.284,53.816,59,0.0,0,68,1,3
1/14/2019 21:00,0,1,43.808,52.457,69,0.0,4,48,1,3
1/14/2019 22:00,0,1,43.808,52.457,69,0.0,2,34,1,0
1/14/2019 23:00,0,1,45.284,53.816,55,0.0,1,26,1,0
1/15/2019 0:00,0,0,45.284,53.816,55,0.0,3,25,1,3
1/15/2019 1:00,0,0,43.808,49.73,59,6.0032,2,18,1,0
1/15/2019 2:00,0,0,43.808,49.73,59,6.0032,0,12,1,0
1/15/2019 3:00,0,0,43.808,52.457,59,0.0,1,7,1,0
1/15/2019 4:00,0,0,43.808,52.457,59,0.0,0,5,1,0
1/15/2019 5:00,0,0,43.808,52.457,59,0.0,0,1,1,3
1/15/2019 6:00,0,0,42.332,47.003,63,7.0015,1,2,1,3
1/15/2019 7:00,0,0,42.332,51.089,63,0.0,1,9,1,3
1/15/2019 8:00,0,0,42.332,45.635,63,8.9981,1,22,1,3
1/15/2019 9:00,0,0,43.808,48.362,64,8.9981,2,31,1,3
1/15/2019 10:00,0,0,45.284,49.73,59,11.0014,2,57,1,3
1/15/2019 11:00,0,0,46.76,49.73,55,15.0013,18,54,1,3
1/15/2019 12:00,0,0,49.712,52.457,48,15.0013,15,74,1,3
1/15/2019 13:00,0,0,52.664,55.184,38,19.9995,21,80,1,3
1/15/2019 14:00,0,0,54.14,57.911,39,19.0012,26,92,1,3
1/15/2019 15:00,0,0,55.616,60.638,36,12.998,21,108,1,0
1/15/2019 16:00,0,0,57.092,61.997,34,12.998,33,95,1,0
1/15/2019 17:00,0,0,55.616,59.27,36,19.0012,29,54,1,0
1/15/2019 18:00,0,0,54.14,57.911,45,16.9979,15,69,1,0
1/15/2019 19:00,0,0,55.616,59.27,39,16.9979,14,60,1,0
1/15/2019 20:00,0,0,55.616,59.27,39,16.9979,6,35,1,0
1/15/2019 21:00,0,0,55.616,59.27,39,15.0013,6,51,1,0
1/15/2019 22:00,0,0,54.14,60.638,42,7.0015,0,26,1,0
1/15/2019 23:00,0,0,54.14,57.911,45,19.0012,5,39,1,3
1/16/2019 0:00,0,0,51.188,59.27,56,0.0,6,33,1,3
1/16/2019 1:00,0,0,51.188,56.543,56,8.9981,4,19,1,3
1/16/2019 2:00,0,0,51.188,57.911,56,6.0032,3,13,1,3
1/16/2019 3:00,0,0,48.236,56.543,69,0.0,9,6,1,3
1/16/2019 4:00,0,0,51.188,55.184,56,11.0014,0,1,1,3
1/16/2019 5:00,0,0,51.188,55.184,56,11.0014,1,1,1,0
1/16/2019 6:00,0,0,51.188,55.184,56,11.0014,0,1,1,0
1/16/2019 7:00,0,0,49.712,51.089,56,19.9995,0,3,1,0
1/16/2019 8:00,0,0,48.236,51.089,55,19.0012,0,18,1,3
1/16/2019 9:00,0,0,48.236,51.089,51,16.9979,3,29,1,3
1/16/2019 10:00,0,0,48.236,51.089,51,19.0012,8,71,1,3
1/16/2019 11:00,0,0,49.712,52.457,44,16.9979,23,70,1,3
1/16/2019 12:00,0,0,49.712,51.089,41,19.0012,29,75,1,3
1/16/2019 13:00,0,0,51.188,52.457,35,19.9995,23,95,1,3
1/16/2019 14:00,0,0,52.664,56.543,36,16.9979,22,69,1,3
1/16/2019 15:00,0,0,51.188,53.816,38,16.9979,35,78,1,3
1/16/2019 16:00,0,0,49.712,52.457,38,15.0013,22,77,1,3
1/16/2019 17:00,0,0,48.236,51.089,37,16.9979,23,82,1,3
